date,day,aircraft,helicopter,tank,APC,field artillery,MRL,military auto,fuel tank,drone,naval ship,anti-aircraft warfare,special equipment,greatest losses direction,vehicles and fuel tanks,cruise missiles,submarines
9/7/2023,561,315,316,4506,8703,5722,753,0,0,4541,19,506,859,N/A,8217,1455,0
9/8/2023,562,315,316,4529,8726,5753,754,0,0,4570,19,507,860,N/A,8264,1455,0
9/9/2023,563,315,316,4544,8739,5789,757,0,0,4588,19,508,870,N/A,8298,1455,0
9/10/2023,564,315,316,4554,8755,5811,760,0,0,4593,19,509,872,N/A,8338,1455,0
9/11/2023,565,315,316,4560,8767,5839,760,0,0,4628,19,512,877,N/A,8370,1455,0
9/12/2023,566,315,316,4568,8778,5872,764,0,0,4645,19,515,881,N/A,8413,1455,0
9/13/2023,567,315,316,4584,8792,5902,766,0,0,4650,19,517,884,N/A,8444,1455,0
9/14/2023,568,315,316,4599,8810,5944,769,0,0,4697,20,517,889,N/A,8458,1455,1
9/15/2023,569,315,316,4612,8814,5972,774,0,0,4714,20,521,889,N/A,8492,1455,1
9/16/2023,570,315,316,4616,8824,5988,774,0,0,4738,20,521,891,N/A,8525,1455,1
9/17/2023,571,315,316,4620,8828,6003,776,0,0,4742,20,523,896,N/A,8537,1455,1
9/18/2023,572,315,316,4623,8834,6027,776,0,0,4769,20,525,901,N/A,8571,1462,1
9/19/2023,573,315,316,4628,8851,6062,778,0,0,4784,20,526,903,N/A,8601,1479,1
9/20/2023,574,315,316,4635,8868,6096,779,0,0,4821,20,526,906,N/A,8633,1479,1
9/21/2023,575,315,316,4638,8883,6137,781,0,0,4850,20,528,911,N/A,8670,1479,1
9/22/2023,576,315,316,4644,8891,6177,785,0,0,4858,20,528,912,N/A,8690,1517,1
9/23/2023,577,315,316,4655,8912,6210,789,0,0,4867,20,530,912,N/A,8716,1518,1
9/24/2023,578,315,316,4662,8914,6233,789,0,0,4888,20,531,914,N/A,8734,1518,1
9/25/2023,579,315,316,4667,8927,6260,791,0,0,4895,20,533,918,N/A,8746,1518,1
9/26/2023,580,315,316,4672,8946,6299,792,0,0,4924,20,533,925,N/A,8763,1529,1
9/27/2023,581,315,316,4675,8950,6337,792,0,0,4948,20,534,927,N/A,8792,1529,1
9/28/2023,582,315,316,4679,8962,6375,793,0,0,4957,20,535,929,N/A,8815,1529,1
9/29/2023,583,315,316,4687,8972,6409,794,0,0,4991,20,536,930,N/A,8836,1529,1
9/30/2023,584,315,316,4691,8984,6447,796,0,0,5006,20,537,932,N/A,8854,1529,1
10/1/2023,585,316,316,4702,8991,6477,798,0,0,5043,20,537,933,N/A,8883,1529,1
10/2/2023,586,316,316,4712,9000,6525,801,0,0,5061,20,537,938,N/A,8909,1529,1
10/3/2023,587,315,316,4732,9008,6565,801,0,0,5080,20,540,943,N/A,8932,1529,1
10/4/2023,588,315,316,4745,9026,6612,802,0,0,5121,20,540,946,N/A,8962,1530,1
10/5/2023,589,315,316,4757,9052,6643,804,0,0,5129,20,540,948,N/A,8980,1530,1
10/6/2023,590,315,316,4777,9082,6666,806,0,0,5158,20,540,951,N/A,9015,1530,1
10/7/2023,591,315,316,4800,9102,6688,808,0,0,5185,20,541,956,N/A,9073,1530,1
10/8/2023,592,315,316,4821,9123,6705,808,0,0,5190,20,542,959,N/A,9111,1530,1
10/9/2023,593,315,316,4823,9126,6706,808,0,0,5190,20,543,959,N/A,9113,1530,1
10/10/2023,594,315,316,4829,9129,6713,808,0,0,5207,20,544,961,N/A,9125,1530,1
10/11/2023,595,316,316,4863,9220,6731,809,0,0,5226,20,545,965,N/A,9145,1530,1
10/12/2023,596,316,316,4905,9264,6763,811,0,0,5247,20,545,966,N/A,9170,1531,1
10/13/2023,597,316,316,4931,9313,6807,811,0,0,5264,20,546,967,N/A,9203,1531,1
10/14/2023,598,317,316,4940,9337,6833,811,0,0,5265,20,547,971,N/A,9225,1531,1
10/15/2023,599,317,316,4948,9362,6866,813,0,0,5269,20,547,976,N/A,9249,1531,1
10/16/2023,600,318,317,4965,9385,6910,814,0,0,5280,20,547,981,N/A,9271,1531,1
10/17/2023,601,318,317,4979,9405,6936,814,0,0,5291,20,547,982,N/A,9293,1533,1
10/18/2023,602,319,323,4981,9420,6944,814,0,0,5301,20,547,982,N/A,9303,1534,1
10/19/2023,603,320,324,4992,9437,6983,818,0,0,5318,20,548,985,N/A,9337,1534,1
10/20/2023,604,320,324,5047,9557,7012,822,0,0,5326,20,548,985,N/A,9370,1535,1
10/21/2023,605,320,324,5063,9612,7017,822,0,0,5330,20,548,990,N/A,9391,1535,1
10/22/2023,606,320,324,5081,9631,7032,825,0,0,5339,20,549,991,N/A,9404,1535,1
10/23/2023,607,320,324,5093,9653,7057,825,0,0,5345,20,551,998,N/A,9419,1536,1
10/24/2023,608,320,324,5105,9669,7081,828,0,0,5363,20,552,1006,N/A,9447,1537,1
10/25/2023,609,320,324,5112,9697,7125,833,0,0,5372,20,554,1007,N/A,9474,1538,1
10/26/2023,610,320,324,5141,9715,7155,834,0,0,5389,20,556,1010,N/A,9507,1538,1
10/27/2023,611,320,324,5145,9726,7162,834,0,0,5390,20,556,1011,N/A,9513,1538,1
10/28/2023,612,320,324,5167,9749,7180,834,0,0,5399,20,558,1011,N/A,9524,1541,1
10/29/2023,613,320,324,5175,9758,7188,834,0,0,5399,20,558,1012,N/A,9532,1544,1
10/30/2023,614,321,324,5190,9775,7202,834,0,0,5419,20,559,1014,N/A,9555,1544,1
10/31/2023,615,321,324,5211,9804,7227,844,0,0,5440,20,562,1016,N/A,9590,1546,1
11/1/2023,616,321,324,5223,9834,7250,846,0,0,5468,20,563,1019,N/A,9624,1547,1
11/2/2023,617,322,324,5241,9877,7292,850,0,0,5488,20,566,1032,N/A,9658,1549,1
11/3/2023,618,322,324,5265,9901,7328,854,0,0,5495,20,566,1034,N/A,9691,1551,1
11/4/2023,619,322,324,5276,9939,7363,861,0,0,5534,20,568,1038,N/A,9716,1551,1
11/5/2023,620,322,324,5284,9953,7375,867,0,0,5534,20,570,1047,N/A,9730,1554,1
11/6/2023,621,322,324,5288,9958,7389,867,0,0,5554,20,570,1047,N/A,9744,1556,1
11/7/2023,622,322,324,5293,9974,7410,869,0,0,5557,20,570,1049,N/A,9767,1556,1
11/8/2023,623,322,324,5301,9996,7439,872,0,0,5567,20,572,1054,N/A,9814,1556,1
11/9/2023,624,322,324,5316,10014,7475,875,0,0,5593,20,577,1059,N/A,9853,1557,1
11/10/2023,625,322,324,5317,10017,7489,877,0,0,5595,20,578,1060,N/A,9876,1558,1
11/11/2023,626,322,324,5342,10041,7527,879,0,0,5620,22,579,1069,N/A,9925,1559,1
11/12/2023,627,322,324,5349,10073,7559,881,0,0,5632,22,580,1078,N/A,9944,1560,1
11/13/2023,628,322,324,5354,10079,7569,881,0,0,5634,22,580,1079,N/A,9949,1561,1
11/14/2023,629,322,324,5362,10086,7589,882,0,0,5649,22,580,1081,N/A,9973,1561,1
11/15/2023,630,323,324,5377,10104,7647,884,0,0,5675,22,582,1083,N/A,10020,1562,1
11/16/2023,631,323,324,5388,10121,7683,892,0,0,5689,22,585,1084,N/A,10060,1563,1
11/17/2023,632,323,324,5415,10132,7712,895,0,0,5709,22,585,1086,N/A,10077,1563,1
11/18/2023,633,323,324,5422,10141,7726,896,0,0,5726,22,586,1090,N/A,10091,1563,1
11/19/2023,634,323,324,5435,10166,7744,898,0,0,5755,22,588,1096,N/A,10120,1563,1
